Source,Target,Type,Id,Label
131361976,724991849912500224,Directed,5339,
3031287259,724991849912500224,Directed,5361,
161439241,724991849912500224,Directed,5372,
916360172313997312,724991849912500224,Directed,5403,
953384784990007296,724991849912500224,Directed,5408,
260454435,724991849912500224,Directed,5412,
2500982883,724991849912500224,Directed,5413,
848969241403457536,724991849912500224,Directed,5415,
213039166,724991849912500224,Directed,5422,
868550704675381248,724991849912500224,Directed,5426,
829016716554432517,724991849912500224,Directed,5449,
917945914802745345,724991849912500224,Directed,5460,
2155098797,724991849912500224,Directed,5487,
165136131,724991849912500224,Directed,5506,
186096271,724991849912500224,Directed,5510,
259881090,724991849912500224,Directed,5522,
345662007,724991849912500224,Directed,5529,
718102862,724991849912500224,Directed,5532,
2998737521,724991849912500224,Directed,5558,
762358559220826112,724991849912500224,Directed,5562,
341284659,724991849912500224,Directed,5567,
161497051,724991849912500224,Directed,5578,
1286607618,724991849912500224,Directed,5602,
160437621,724991849912500224,Directed,5604,
86599139,724991849912500224,Directed,5612,
854639998766919681,724991849912500224,Directed,5625,
2747013183,724991849912500224,Directed,5651,
748772319233921025,724991849912500224,Directed,5691,
2337452678,724991849912500224,Directed,5703,
158533352,724991849912500224,Directed,5719,
916297083816116224,724991849912500224,Directed,5736,
744703980719190016,724991849912500224,Directed,5770,
2547067327,724991849912500224,Directed,5777,
2848334848,724991849912500224,Directed,5792,
3918688756,724991849912500224,Directed,5795,
440960429,724991849912500224,Directed,5873,
709039606596046848,724991849912500224,Directed,5883,
46255215,724991849912500224,Directed,5890,
323291328,724991849912500224,Directed,5896,
166838314,724991849912500224,Directed,5990,
622389534,724991849912500224,Directed,5993,
2616287576,724991849912500224,Directed,5999,
811617208791142400,724991849912500224,Directed,6003,
887026117198180355,724991849912500224,Directed,6009,
207137421,724991849912500224,Directed,6016,
891526190951010306,724991849912500224,Directed,6033,
783055052068052992,724991849912500224,Directed,6038,
2875798677,724991849912500224,Directed,6061,
713028058207358976,724991849912500224,Directed,6063,
2494310100,724991849912500224,Directed,6075,
721154608576491520,724991849912500224,Directed,6076,
912458243502432258,724991849912500224,Directed,6136,
888746710670946304,724991849912500224,Directed,6160,
153805256,724991849912500224,Directed,6186,
2155880478,724991849912500224,Directed,6233,
2873088335,724991849912500224,Directed,6255,
4288253315,724991849912500224,Directed,6276,
154913302,724991849912500224,Directed,6315,
846267928001568768,724991849912500224,Directed,6326,
767423501586366464,724991849912500224,Directed,6346,
810526134429487104,724991849912500224,Directed,6387,
4196448585,724991849912500224,Directed,6396,
4690204003,724991849912500224,Directed,6417,
1230537102,724991849912500224,Directed,6418,
303487087,724991849912500224,Directed,6421,
188901933,724991849912500224,Directed,6440,
2688097926,724991849912500224,Directed,6473,
2205950088,724991849912500224,Directed,6502,
174052293,724991849912500224,Directed,6504,
4301775809,724991849912500224,Directed,6511,
4798474835,724991849912500224,Directed,6521,
2276241716,724991849912500224,Directed,6535,
2559394208,724991849912500224,Directed,6541,
2349715198,724991849912500224,Directed,6609,
4795345446,724991849912500224,Directed,6645,
195855213,724991849912500224,Directed,6647,
183454242,724991849912500224,Directed,6657,
3369783807,724991849912500224,Directed,6687,
842469106225942530,724991849912500224,Directed,6702,
901592023504998400,724991849912500224,Directed,6717,
295993746,724991849912500224,Directed,6757,
1284589344,724991849912500224,Directed,6759,
2789071782,724991849912500224,Directed,6767,
4336392443,724991849912500224,Directed,6784,
150264310,724991849912500224,Directed,6793,
1179822284,724991849912500224,Directed,6820,
592201620,724991849912500224,Directed,6844,
1119824148,724991849912500224,Directed,6848,
2551818964,724991849912500224,Directed,6850,
1618632614,724991849912500224,Directed,6861,
3154078678,724991849912500224,Directed,6918,
186593162,724991849912500224,Directed,6932,
946424114650206213,724991849912500224,Directed,6935,
355745319,724991849912500224,Directed,6944,
2397189652,724991849912500224,Directed,6997,
2528928660,724991849912500224,Directed,7003,
2400621216,724991849912500224,Directed,7021,
179563784,724991849912500224,Directed,7044,
1243885920,724991849912500224,Directed,7047,
3230145635,724991849912500224,Directed,7065,
272105968,724991849912500224,Directed,7078,
106489583,724991849912500224,Directed,7085,
875663573745369088,724991849912500224,Directed,7099,
905566472524754944,724991849912500224,Directed,7112,
717384984072478720,724991849912500224,Directed,7114,
493258749,724991849912500224,Directed,7122,
749239603035574272,724991849912500224,Directed,7140,
913431973766582272,724991849912500224,Directed,7157,
739111348953583617,724991849912500224,Directed,7184,
163285924,724991849912500224,Directed,7191,
4863705899,724991849912500224,Directed,7214,
864684334325911552,724991849912500224,Directed,7246,
27437800,724991849912500224,Directed,7254,
4281171555,724991849912500224,Directed,7288,
326264388,724991849912500224,Directed,7351,
710603627388395520,724991849912500224,Directed,7381,
1849630824,724991849912500224,Directed,7424,
182175555,724991849912500224,Directed,7446,
274556833,724991849912500224,Directed,7459,
826790347263078402,724991849912500224,Directed,7494,
151893473,724991849912500224,Directed,7519,
862186368637825024,724991849912500224,Directed,7532,
715672847646113792,724991849912500224,Directed,7541,
357742193,724991849912500224,Directed,7554,
612535791,724991849912500224,Directed,7568,
860441228,724991849912500224,Directed,7573,
175282182,724991849912500224,Directed,7575,
833165915038560256,724991849912500224,Directed,7593,
634977000,724991849912500224,Directed,7626,
153547006,724991849912500224,Directed,7653,
172952451,724991849912500224,Directed,7670,
196435835,724991849912500224,Directed,7683,
197090653,724991849912500224,Directed,7692,
813790707957858304,724991849912500224,Directed,7697,
713084497609297920,724991849912500224,Directed,7718,
858027742834696194,724991849912500224,Directed,7738,
619432463,724991849912500224,Directed,7739,
3130366594,724991849912500224,Directed,7762,
883457366250983429,724991849912500224,Directed,7775,
1348237596,724991849912500224,Directed,7777,
352247536,724991849912500224,Directed,7781,
85581981,724991849912500224,Directed,7805,
4737433997,724991849912500224,Directed,7811,
193311618,724991849912500224,Directed,7816,
4634561957,724991849912500224,Directed,7817,
876910046709469184,724991849912500224,Directed,7853,
244756469,724991849912500224,Directed,7933,
276517334,724991849912500224,Directed,7935,
3438378724,724991849912500224,Directed,7942,
163082855,724991849912500224,Directed,7946,
886718206186016768,724991849912500224,Directed,7962,
876928055100526592,724991849912500224,Directed,8000,
532651594,724991849912500224,Directed,8016,
30515405,724991849912500224,Directed,8051,
954360166815760384,724991849912500224,Directed,8078,
1435870170,724991849912500224,Directed,8114,
238376853,724991849912500224,Directed,8126,
2427824144,724991849912500224,Directed,8170,
1486724556,724991849912500224,Directed,8200,
720359018410221568,724991849912500224,Directed,8227,
873697938870067200,724991849912500224,Directed,8370,
514754855,724991849912500224,Directed,8393,
448499584,724991849912500224,Directed,8401,
3426053313,724991849912500224,Directed,8404,
3515042789,724991849912500224,Directed,8406,
4145398043,724991849912500224,Directed,8416,
574468354,724991849912500224,Directed,8422,
75176699,724991849912500224,Directed,8426,
138091807,724991849912500224,Directed,8428,
199146775,724991849912500224,Directed,8459,
3207508701,724991849912500224,Directed,8474,
39397930,724991849912500224,Directed,8503,
60701312,724991849912500224,Directed,8519,
3056596965,724991849912500224,Directed,8523,
950706034083008512,724991849912500224,Directed,8581,
150651467,724991849912500224,Directed,8582,
746453947,724991849912500224,Directed,8588,
366221788,724991849912500224,Directed,8628,
275610731,724991849912500224,Directed,8704,
179553793,724991849912500224,Directed,8770,
2554914156,724991849912500224,Directed,8776,
1498592516,724991849912500224,Directed,8791,
145604652,724991849912500224,Directed,8793,
131370402,724991849912500224,Directed,8801,
896932861978259458,724991849912500224,Directed,8823,
131267413,724991849912500224,Directed,8827,
1431189150,724991849912500224,Directed,8832,
877628637318705152,724991849912500224,Directed,8868,
2947286673,724991849912500224,Directed,8889,
4624652921,724991849912500224,Directed,8891,
169645873,724991849912500224,Directed,8922,
775730888969687041,724991849912500224,Directed,8944,
877884232722501632,724991849912500224,Directed,8955,
205863451,724991849912500224,Directed,8968,
1918960652,724991849912500224,Directed,8987,
948671874401292288,724991849912500224,Directed,9001,
614844856,724991849912500224,Directed,9021,
171527079,724991849912500224,Directed,9078,
915343560471441410,724991849912500224,Directed,9111,
166801998,724991849912500224,Directed,9150,
3001460122,724991849912500224,Directed,9172,
790617182,724991849912500224,Directed,9191,
612017873,724991849912500224,Directed,9205,
701768610,724991849912500224,Directed,9210,
205380227,724991849912500224,Directed,9236,
927338006964572161,724991849912500224,Directed,9259,
928130773152124928,724991849912500224,Directed,9265,
291130897,724991849912500224,Directed,9277,
3215216950,724991849912500224,Directed,9281,
859902010841288704,724991849912500224,Directed,9282,
903849400400834561,724991849912500224,Directed,9292,
878985152,724991849912500224,Directed,9326,
1333088743,724991849912500224,Directed,9338,
3077578797,724991849912500224,Directed,9350,
2928861628,724991849912500224,Directed,9373,
919955023811022849,724991849912500224,Directed,9382,
266173047,724991849912500224,Directed,9391,
4824253809,724991849912500224,Directed,9410,
3756413835,724991849912500224,Directed,9446,
614659117,724991849912500224,Directed,9449,
830787587832967172,724991849912500224,Directed,9453,
376955408,724991849912500224,Directed,9463,
723880982194061312,724991849912500224,Directed,9464,
2387764495,724991849912500224,Directed,9496,
169953640,724991849912500224,Directed,9505,
727234254376050689,724991849912500224,Directed,9523,
3397729937,724991849912500224,Directed,9528,
882798449703485440,724991849912500224,Directed,9539,
4260177557,724991849912500224,Directed,9549,
186599899,724991849912500224,Directed,9551,
1327249620,724991849912500224,Directed,9557,
1255347170,724991849912500224,Directed,9562,
8565932,724991849912500224,Directed,9564,
711661358488657920,724991849912500224,Directed,9565,
3372620381,724991849912500224,Directed,9575,
2966141290,724991849912500224,Directed,9593,
115406995,724991849912500224,Directed,9594,
147328073,724991849912500224,Directed,9600,
923293047990968320,724991849912500224,Directed,9642,
144313618,724991849912500224,Directed,9690,
363311658,724991849912500224,Directed,9704,
842842621605302273,724991849912500224,Directed,9740,
2450324088,724991849912500224,Directed,9762,
4190395895,724991849912500224,Directed,9771,
838215425284587521,724991849912500224,Directed,9776,
1275638053,724991849912500224,Directed,9845,
43588460,724991849912500224,Directed,9852,
1023164432,724991849912500224,Directed,9854,
1625777142,724991849912500224,Directed,9869,
773593646788702208,724991849912500224,Directed,9889,
4010899792,724991849912500224,Directed,9902,
4550182613,724991849912500224,Directed,9928,
1183797020,724991849912500224,Directed,9942,
953771867273297920,724991849912500224,Directed,9952,
3653455396,724991849912500224,Directed,9953,
610352856,724991849912500224,Directed,9957,
894473532,724991849912500224,Directed,9974,
2413017614,724991849912500224,Directed,9987,
224454130,724991849912500224,Directed,10021,
735716670598062082,724991849912500224,Directed,10055,
400902259,724991849912500224,Directed,10083,
876964927,724991849912500224,Directed,10090,
893575041568444420,724991849912500224,Directed,10093,
2369332701,724991849912500224,Directed,10195,
1920895292,724991849912500224,Directed,10229,
3042049638,724991849912500224,Directed,10231,
369120654,724991849912500224,Directed,10244,
859544503325270018,724991849912500224,Directed,10250,
146713508,724991849912500224,Directed,10251,
1931389867,724991849912500224,Directed,10273,
180170244,724991849912500224,Directed,10310,
2880111257,724991849912500224,Directed,10327,
1101532662,724991849912500224,Directed,10344,
946193920215736322,724991849912500224,Directed,10348,
325018071,724991849912500224,Directed,10349,
1599814878,724991849912500224,Directed,10351,
4739478261,724991849912500224,Directed,10378,
861827108,724991849912500224,Directed,10382,
251398694,724991849912500224,Directed,10395,
3357565367,724991849912500224,Directed,10450,
1016514079,724991849912500224,Directed,10467,
36409262,724991849912500224,Directed,10483,
876234253679439874,724991849912500224,Directed,10519,
266415072,724991849912500224,Directed,10543,
630320617,724991849912500224,Directed,10555,
724991849912500224,724991849912500224,Directed,10561,
743594550376210432,724991849912500224,Directed,10585,
716695311343812609,724991849912500224,Directed,10590,
553786596,724991849912500224,Directed,10591,
585205927,724991849912500224,Directed,10592,
215279725,724991849912500224,Directed,10593,
836364132412698625,724991849912500224,Directed,10610,
3109116411,724991849912500224,Directed,10626,
3984004577,724991849912500224,Directed,10633,
2795307903,724991849912500224,Directed,10659,
879823101860741121,724991849912500224,Directed,10660,
315984735,724991849912500224,Directed,10664,
3418221148,724991849912500224,Directed,10668,
3742135035,724991849912500224,Directed,10671,
833426540486651904,724991849912500224,Directed,10680,
722074658430939136,724991849912500224,Directed,10691,
208857191,724991849912500224,Directed,10697,
3165161980,724991849912500224,Directed,10738,
168254714,724991849912500224,Directed,10748,
572699492,724991849912500224,Directed,10765,
941443124706140160,724991849912500224,Directed,10768,
240566770,724991849912500224,Directed,10771,
149686901,724991849912500224,Directed,10785,
953858053,724991849912500224,Directed,10791,
2553494264,724991849912500224,Directed,10824,
829457553402781708,724991849912500224,Directed,10833,
781998256939204608,724991849912500224,Directed,10853,
44208415,724991849912500224,Directed,10873,
147750787,724991849912500224,Directed,10893,
804691272871067648,724991849912500224,Directed,10897,
760283410900328448,724991849912500224,Directed,10914,
857564822795366400,724991849912500224,Directed,10935,
945773489843265536,724991849912500224,Directed,10941,
248244937,724991849912500224,Directed,10964,
879118488790605826,724991849912500224,Directed,10966,
292971355,724991849912500224,Directed,10968,
3311072896,724991849912500224,Directed,10973,
370256146,724991849912500224,Directed,10976,
838675118083670016,724991849912500224,Directed,11000,
735476886097285120,724991849912500224,Directed,11001,
766456262,724991849912500224,Directed,11009,
890329942277447681,724991849912500224,Directed,11012,
371412771,724991849912500224,Directed,11015,
935899801715138560,724991849912500224,Directed,11021,
854699361498001408,724991849912500224,Directed,11027,
4486646963,724991849912500224,Directed,11031,
145878015,724991849912500224,Directed,11033,
145043868,724991849912500224,Directed,11034,
2434802634,724991849912500224,Directed,11046,
288414596,724991849912500224,Directed,11049,
1918713900,724991849912500224,Directed,11050,
27047088,724991849912500224,Directed,11054,
2290464434,724991849912500224,Directed,11078,
208614492,724991849912500224,Directed,11090,
395929679,724991849912500224,Directed,11093,
2940976978,724991849912500224,Directed,11100,
4561573520,724991849912500224,Directed,11109,
457586812,724991849912500224,Directed,11118,
262281168,724991849912500224,Directed,11119,
2992428713,724991849912500224,Directed,11120,
297960694,724991849912500224,Directed,11121,
704044332270096390,724991849912500224,Directed,11125,
893781795925372928,724991849912500224,Directed,11126,
2486489226,724991849912500224,Directed,11128,
143188649,724991849912500224,Directed,11129,
433103947,724991849912500224,Directed,11130,
3374198391,724991849912500224,Directed,11141,
4873896923,724991849912500224,Directed,11146,
730970684969508864,724991849912500224,Directed,11159,
296713196,724991849912500224,Directed,11161,
898027635003068416,724991849912500224,Directed,11165,
1528822513,724991849912500224,Directed,11244,
704273156622688256,724991849912500224,Directed,11248,
339363558,724991849912500224,Directed,11260,
192651499,724991849912500224,Directed,11261,
928591533208727552,724991849912500224,Directed,11267,
4696697814,724991849912500224,Directed,11271,
331204184,724991849912500224,Directed,11336,
577498259,724991849912500224,Directed,11352,
1301910931,724991849912500224,Directed,11365,
905037156,724991849912500224,Directed,11372,
953615537107537921,724991849912500224,Directed,11380,
196043943,724991849912500224,Directed,11397,
905998208316223491,724991849912500224,Directed,11407,
885945632342585346,724991849912500224,Directed,11428,
225539130,724991849912500224,Directed,11472,
399620981,724991849912500224,Directed,11502,
907602732906946561,724991849912500224,Directed,11521,
2616435337,724991849912500224,Directed,11543,
805022684887318528,724991849912500224,Directed,11554,
359535812,724991849912500224,Directed,11560,
2369493301,724991849912500224,Directed,11563,
312923505,724991849912500224,Directed,11569,
291771744,724991849912500224,Directed,11574,
818708761946759168,724991849912500224,Directed,11576,
139105803,724991849912500224,Directed,11584,
492482913,724991849912500224,Directed,11587,
372770596,724991849912500224,Directed,11590,
151936849,724991849912500224,Directed,11609,
400393661,724991849912500224,Directed,11611,
938762000229961728,724991849912500224,Directed,11619,
165602631,724991849912500224,Directed,11629,
885256376343244800,724991849912500224,Directed,11630,
4268990776,724991849912500224,Directed,11636,
1918342680,724991849912500224,Directed,11640,
1389423794,724991849912500224,Directed,11659,
212946503,724991849912500224,Directed,11661,
282833933,724991849912500224,Directed,11662,
2985589131,724991849912500224,Directed,11672,
394995982,724991849912500224,Directed,11673,
2808819851,724991849912500224,Directed,11674,
111614038,724991849912500224,Directed,11689,
146431317,724991849912500224,Directed,11690,
143574593,724991849912500224,Directed,11693,
186836922,724991849912500224,Directed,11695,
255598157,724991849912500224,Directed,11697,
25467341,724991849912500224,Directed,11701,
